chr	block	start	end	block_length	n_haplotypes	n_clusters	max_cluster_size	singleton_count	dominance	shannon_entropy
chr15	chr15_68468096-68486173	68468096	68486173	18077	5096	99	1767	49	0.346743	3.21462
chr15	chr15_68486173-68536147	68486173	68536147	49974	5096	380	753	226	0.147763	5.18314
chr15	chr15_68536147-68579619	68536147	68579619	43472	5096	53	4647	30	0.911892	0.706039
chr15	chr15_68579619-68605939	68579619	68605939	26320	5096	285	1529	159	0.300039	3.7074
chr15	chr15_68605939-68640738	68605939	68640738	34799	5096	366	2942	228	0.577316	3.33787
chr15	chr15_68640738-68696309	68640738	68696309	55571	5096	14	3278	6	0.64325	1.19159
chr15	chr15_68696309-68725352	68696309	68725352	29043	5096	5	4433	0	0.869898	0.647442
chr15	chr15_68725352-68767917	68725352	68767917	42565	5096	237	4534	158	0.889717	1.26215
chr15	chr15_68767917-68804973	68767917	68804973	37056	5096	472	1025	280	0.201138	5.19147
chr15	chr15_68804973-68871921	68804973	68871921	66948	5096	57	3842	37	0.753925	1.28966
chr15	chr15_68871921-69088026	68871921	69088026	216105	5096	1019	1288	788	0.252747	5.9488
chr15	chr15_69088026-69117654	69088026	69117654	29628	5096	119	1577	67	0.309458	2.80215
chr15	chr15_69117654-69304596	69117654	69304596	186942	5096	1313	1913	1012	0.375392	5.99365
chr15	chr15_69304596-69357046	69304596	69357046	52450	5096	581	2300	345	0.451334	4.6558
chr15	chr15_69357046-69479592	69357046	69479592	122546	5096	541	1209	377	0.237245	4.37923
chr15	chr15_69479592-69566223	69479592	69566223	86631	5096	30	4810	20	0.943878	0.415774
chr15	chr15_69566223-69643811	69566223	69643811	77588	5096	362	3952	236	0.77551	2.27831
chr15	chr15_69643811-69666623	69643811	69666623	22812	5096	27	4564	15	0.895604	0.678939
chr15	chr15_69666623-69756515	69666623	69756515	89892	5096	369	2086	252	0.409341	3.1609
chr15	chr15_69756515-69780861	69756515	69780861	24346	5096	10	1742	4	0.341837	2.04318
chr15	chr15_69780861-69793977	69780861	69793977	13116	5096	5	2147	0	0.421311	1.56519
chr15	chr15_69793977-69828422	69793977	69828422	34445	5096	391	2250	226	0.441523	4.29869
chr15	chr15_69828422-69839420	69828422	69839420	10998	5096	22	1897	9	0.372253	2.02783
chr15	chr15_69839420-69867218	69839420	69867218	27798	5096	24	3770	10	0.739796	0.944289
chr15	chr15_69867218-69916243	69867218	69916243	49025	5096	124	3453	76	0.67759	1.99218
chr15	chr15_69916243-69939042	69916243	69939042	22799	5096	5	2091	0	0.410322	1.57743
chr15	chr15_69939042-70000235	69939042	70000235	61193	5096	714	2648	504	0.519623	4.28282
chr15	chr15_70000235-70028626	70000235	70028626	28391	5096	532	2534	345	0.497253	4.2987
chr15	chr15_70028626-70047551	70028626	70047551	18925	5096	810	1465	522	0.28748	6.14288
chr15	chr15_70047551-70082621	70047551	70082621	35070	5096	25	3121	13	0.612441	1.32716
chr15	chr15_70082621-70103000	70082621	70103000	20379	5096	51	3026	24	0.593799	2.17853
chr15	chr15_70103000-70116137	70103000	70116137	13137	5096	3	3693	0	0.724686	0.919146
chr15	chr15_70116137-70135083	70116137	70135083	18946	5096	7	2076	1	0.407378	1.63947
chr15	chr15_70135083-70144742	70135083	70144742	9659	5096	16	2481	6	0.486852	2.07805
chr15	chr15_70144742-70170680	70144742	70170680	25938	5096	574	988	377	0.193878	5.04507
chr15	chr15_70170680-70188275	70170680	70188275	17595	5096	263	2133	149	0.418564	3.77982
chr15	chr15_70188275-70212038	70188275	70212038	23763	5096	228	1531	139	0.300432	4.2895
chr15	chr15_70212038-70258089	70212038	70258089	46051	5096	239	2408	153	0.472527	3.37753
chr15	chr15_70258089-70279663	70258089	70279663	21574	5096	18	2558	8	0.501962	2.00894
chr15	chr15_70279663-70378966	70279663	70378966	99303	5096	465	2085	384	0.409144	2.96197
chr15	chr15_70378966-70430194	70378966	70430194	51228	5096	279	2769	171	0.543367	3.4094
chr15	chr15_70430194-70476268	70430194	70476268	46074	5096	57	2519	34	0.494309	1.89888
chr15	chr15_70476268-70515316	70476268	70515316	39048	5096	170	1881	110	0.369113	2.8886
chr15	chr15_70515316-70541138	70515316	70541138	25822	5096	299	2528	176	0.496075	3.74902
chr15	chr15_70541138-70596588	70541138	70596588	55450	5096	1	5096	0	1	0
chr15	chr15_70596588-70760930	70596588	70760930	164342	5096	154	2635	106	0.517072	2.44313
chr15	chr15_70760930-70860374	70760930	70860374	99444	5096	138	4158	86	0.815934	1.45581
chr15	chr15_70860374-71123996	70860374	71123996	263622	5096	937	2936	740	0.576138	4.10767
chr15	chr15_71123996-71209236	71123996	71209236	85240	5096	706	2737	540	0.537088	3.91241
chr15	chr15_71209236-71237322	71209236	71237322	28086	5096	3	4693	0	0.920918	0.422287
chr15	chr15_71237322-71279006	71237322	71279006	41684	5096	3	4779	0	0.937794	0.396202
chr15	chr15_71279006-71337230	71279006	71337230	58224	5096	99	4024	59	0.789639	1.48146
chr15	chr15_71337230-71386208	71337230	71386208	48978	5096	207	3074	135	0.603218	2.33079
chr15	chr15_71386208-71423357	71386208	71423357	37149	5096	189	3221	122	0.632064	2.02096
chr15	chr15_71423357-71450067	71423357	71450067	26710	5096	448	3137	300	0.615581	3.44655
chr15	chr15_71450067-71485840	71450067	71485840	35773	5096	142	3770	98	0.739796	1.48509
chr15	chr15_71485840-71528251	71485840	71528251	42411	5096	28	4761	11	0.934262	0.543882
chr15	chr15_71528251-71561608	71528251	71561608	33357	5096	233	1818	137	0.35675	3.11844
chr15	chr15_71561608-71629500	71561608	71629500	67892	5096	864	2957	671	0.580259	4.18554
chr15	chr15_71629500-71702917	71629500	71702917	73417	5096	145	1959	108	0.384419	2.12185
chr15	chr15_71702917-71755387	71702917	71755387	52470	5096	471	1467	315	0.287873	3.98931
chr15	chr15_71755387-71805122	71755387	71805122	49735	5096	256	3937	173	0.772567	2.05448
chr15	chr15_71805122-72287029	71805122	72287029	481907	5096	490	3733	475	0.732535	2.02361
chr15	chr15_72287029-72619014	72287029	72619014	331985	5096	26	3958	17	0.776688	0.872774
chr15	chr15_72619014-72812094	72619014	72812094	193080	5096	997	2696	799	0.529042	4.52826
chr15	chr15_72812094-72858692	72812094	72858692	46598	5096	32	2513	16	0.493132	1.76325
chr15	chr15_72858692-73015563	72858692	73015563	156871	5096	51	2582	40	0.506672	1.41701
chr15	chr15_73015563-73335745	73015563	73335745	320182	5096	192	1675	158	0.328689	2.18893
chr15	chr15_73335745-73430211	73335745	73430211	94466	5096	644	3244	459	0.636578	3.67235
chr15	chr15_73430211-73650227	73430211	73650227	220016	5096	304	2062	218	0.404631	2.95331
chr15	chr15_73650227-73716437	73650227	73716437	66210	5096	385	1309	232	0.256868	4.43895
chr15	chr15_73716437-73777109	73716437	73777109	60672	5096	167	3853	111	0.756083	1.80144
chr15	chr15_73777109-73924264	73777109	73924264	147155	5096	593	1534	467	0.30102	3.76393
chr15	chr15_73924264-73952003	73924264	73952003	27739	5096	4	2669	1	0.523744	1.17811
chr15	chr15_73952003-74039667	73952003	74039667	87664	5096	169	2130	108	0.417975	2.66717
chr15	chr15_74039667-74167701	74039667	74167701	128034	5096	267	2901	184	0.56927	2.55794
chr15	chr15_74167701-74190534	74167701	74190534	22833	5096	13	4149	7	0.814168	0.968534
chr15	chr15_74190534-74224086	74190534	74224086	33552	5096	168	3691	87	0.724294	2.14695
chr15	chr15_74224086-74256432	74224086	74256432	32346	5096	104	3383	59	0.663854	1.98239
chr15	chr15_74256432-74296532	74256432	74296532	40100	5096	279	2331	177	0.457418	3.37343
chr15	chr15_74296532-74417223	74296532	74417223	120691	5096	233	1462	161	0.286892	3.22761
chr15	chr15_74417223-74753351	74417223	74753351	336128	5096	18	2785	11	0.546507	1.72205
chr15	chr15_74753351-74857892	74753351	74857892	104541	5096	70	2277	50	0.446821	2.15098
chr15	chr15_74857892-74952863	74857892	74952863	94971	5096	150	1595	94	0.312991	2.67308
chr15	chr15_74952863-75036254	74952863	75036254	83391	5096	225	2827	152	0.554749	2.42106
chr15	chr15_75036254-75157402	75036254	75157402	121148	5096	206	1944	152	0.381476	2.48055
chr15	chr15_75157402-75463310	75157402	75463310	305908	5096	288	2985	254	0.585754	1.86693
chr15	chr15_75463310-75644932	75463310	75644932	181622	5096	717	2631	519	0.516287	4.10188
chr15	chr15_75644932-75669967	75644932	75669967	25035	5096	22	2074	7	0.406986	2.34209
chr15	chr15_75669967-75793919	75669967	75793919	123952	5096	403	1698	330	0.333203	3.30009
chr15	chr15_75793919-75834774	75793919	75834774	40855	5096	12	1548	4	0.303768	2.03364
chr15	chr15_75834774-76106043	75834774	76106043	271269	5096	50	4425	41	0.868328	0.805259
chr15	chr15_76106043-76178414	76106043	76178414	72371	5096	459	1219	313	0.239207	4.7479
chr15	chr15_76178414-76327350	76178414	76327350	148936	5096	542	3262	442	0.64011	3.01364
chr15	chr15_76327350-76584886	76327350	76584886	257536	5096	19	5036	12	0.988226	0.130269
chr15	chr15_76584886-76962688	76584886	76962688	377802	5096	198	2370	177	0.465071	2.05281
chr15	chr15_76962688-77023792	76962688	77023792	61104	5096	436	3152	268	0.618524	3.39806
chr15	chr15_77023792-77532807	77023792	77532807	509015	5096	611	2329	595	0.457025	3.38287
chr15	chr15_77532807-77564649	77532807	77564649	31842	5096	266	2503	192	0.49117	2.67871
chr15	chr15_77564649-77617623	77564649	77617623	52974	5096	75	2526	49	0.495683	1.93964
chr15	chr15_77617623-77650854	77617623	77650854	33231	5096	168	2605	90	0.511185	3.18732
chr15	chr15_77650854-77701788	77650854	77701788	50934	5096	378	2226	207	0.436813	4.21775
chr15	chr15_77701788-77742993	77701788	77742993	41205	5096	50	2253	19	0.442111	2.4417
chr15	chr15_77742993-77773401	77742993	77773401	30408	5096	45	2832	17	0.55573	2.16644
chr15	chr15_77773401-77861347	77773401	77861347	87946	5096	248	2135	179	0.418956	2.4558
chr15	chr15_77861347-77938775	77861347	77938775	77428	5096	898	2782	811	0.545918	4.04669
chr15	chr15_77938775-78084036	77938775	78084036	145261	5096	1762	1760	1571	0.345369	6.29873
chr15	chr15_78084036-78140507	78084036	78140507	56471	5096	153	3661	96	0.718407	1.86893
chr15	chr15_78140507-78205458	78140507	78205458	64951	5096	250	2809	144	0.551217	3.17902
chr15	chr15_78205458-78223236	78205458	78223236	17778	5096	371	1365	190	0.267857	4.38542
chr15	chr15_78223236-78271310	78223236	78271310	48074	5096	82	1256	53	0.246468	2.76061
chr15	chr15_78271310-78341528	78271310	78341528	70218	5096	592	3008	375	0.590267	4.09993
chr15	chr15_78341528-78375230	78341528	78375230	33702	5096	56	3072	40	0.602826	1.2983
chr15	chr15_78375230-78382149	78375230	78382149	6919	5096	2	4151	0	0.81456	0.691833
chr15	chr15_78382149-78418873	78382149	78418873	36724	5096	332	2043	215	0.400903	4.20744
chr15	chr15_78418873-78565644	78418873	78565644	146771	5096	750	3524	592	0.691523	3.22406
chr15	chr15_78565644-78634384	78565644	78634384	68740	5096	78	2154	50	0.422684	2.16645
chr15	chr15_78634384-78666446	78634384	78666446	32062	5096	113	3843	67	0.754121	1.74483
chr15	chr15_78666446-78814506	78666446	78814506	148060	5096	1220	1551	1076	0.304356	5.03543
chr15	chr15_78814506-78924987	78814506	78924987	110481	5096	26	3560	13	0.698587	1.39858
chr15	chr15_78924987-78970780	78924987	78970780	45793	5096	224	1774	147	0.348116	3.27259
chr15	chr15_78970780-79001209	78970780	79001209	30429	5096	216	2785	138	0.546507	2.7417
chr15	chr15_79001209-79019988	79001209	79019988	18779	5096	52	2590	28	0.508242	1.57184
chr15	chr15_79019988-79050327	79019988	79050327	30339	5096	48	2472	28	0.485086	1.91392
chr15	chr15_79050327-79069748	79050327	79069748	19421	5096	35	3969	10	0.778846	1.40964
chr15	chr15_79069748-79154756	79069748	79154756	85008	5096	434	1665	293	0.326727	4.19974
chr15	chr15_79154756-79182169	79154756	79182169	27413	5096	48	4683	31	0.918956	0.624802
chr15	chr15_79182169-79191741	79182169	79191741	9572	5096	1467	200	877	0.0392465	9.13954
chr15	chr15_79191741-79212537	79191741	79212537	20796	5096	182	1160	106	0.22763	4.04113
chr15	chr15_79212537-79234797	79212537	79234797	22260	5096	6	4009	1	0.786695	0.863718
chr15	chr15_79234797-79260037	79234797	79260037	25240	5096	286	1161	139	0.227826	4.61664
chr15	chr15_79260037-79323735	79260037	79323735	63698	5096	105	4186	71	0.821429	1.18218
chr15	chr15_79323735-79450437	79323735	79450437	126702	5096	1147	1217	898	0.238815	5.73113
chr15	chr15_79450437-79540488	79450437	79540488	90051	5096	71	2885	52	0.56613	1.89369
chr15	chr15_79540488-79557792	79540488	79557792	17304	5096	43	3024	21	0.593407	1.55541
chr15	chr15_79557792-79575734	79557792	79575734	17942	5096	92	1288	48	0.252747	3.15894
chr15	chr15_79575734-79680713	79575734	79680713	104979	5096	203	2138	139	0.419545	3.3712
chr15	chr15_79680713-79702107	79680713	79702107	21394	5096	302	1212	190	0.237834	4.09698
chr15	chr15_79702107-79724634	79702107	79724634	22527	5096	32	3943	15	0.773744	1.17735
chr15	chr15_79724634-79759740	79724634	79759740	35106	5096	78	1550	48	0.30416	3.01558
chr15	chr15_79759740-79805986	79759740	79805986	46246	5096	156	1505	89	0.29533	3.15901
chr15	chr15_79805986-79865700	79805986	79865700	59714	5096	186	1702	115	0.333987	3.01757
chr15	chr15_79865700-79949810	79865700	79949810	84110	5096	49	2311	22	0.453493	2.66217
chr15	chr15_79949810-80045167	79949810	80045167	95357	5096	964	833	697	0.163462	5.95045
chr15	chr15_80045167-80147571	80045167	80147571	102404	5096	155	2658	88	0.521586	2.83134
chr15	chr15_80147571-80199111	80147571	80199111	51540	5096	160	1795	102	0.352237	2.95592
chr15	chr15_80199111-80246423	80199111	80246423	47312	5096	124	1715	79	0.336538	2.65941
chr15	chr15_80246423-80279818	80246423	80279818	33395	5096	244	1299	148	0.254906	3.79205
chr15	chr15_80279818-80345407	80279818	80345407	65589	5096	215	2134	153	0.41876	2.72348
chr15	chr15_80345407-80414146	80345407	80414146	68739	5096	150	1722	105	0.337912	2.45106
chr15	chr15_80414146-80431095	80414146	80431095	16949	5096	35	2902	13	0.569466	2.00201
chr15	chr15_80431095-80464884	80431095	80464884	33789	5096	54	2178	29	0.427394	1.87022
chr15	chr15_80464884-80569275	80464884	80569275	104391	5096	400	2446	274	0.479984	3.54398
chr15	chr15_80569275-80638119	80569275	80638119	68844	5096	454	989	291	0.194074	4.9735
chr15	chr15_80638119-80684294	80638119	80684294	46175	5096	116	1408	49	0.276295	3.32625
chr15	chr15_80684294-80785029	80684294	80785029	100735	5096	520	1332	366	0.261381	4.31315
chr15	chr15_80785029-80809667	80785029	80809667	24638	5096	55	3415	34	0.670133	1.63148
chr15	chr15_80809667-80839919	80809667	80839919	30252	5096	279	1902	177	0.373234	2.92012
chr15	chr15_80839919-80881613	80839919	80881613	41694	5096	162	1566	94	0.3073	3.1924
chr15	chr15_80881613-80899472	80881613	80899472	17859	5096	42	2407	21	0.472331	2.23921
chr15	chr15_80899472-80926978	80899472	80926978	27506	5096	22	1962	13	0.385008	1.66548
chr15	chr15_80926978-81041167	80926978	81041167	114189	5096	921	883	652	0.173273	6.26714
chr15	chr15_81041167-81065703	81041167	81065703	24536	5096	121	2790	67	0.547488	1.98296
chr15	chr15_81065703-81140108	81065703	81140108	74405	5096	1190	1528	842	0.299843	6.56932
chr15	chr15_81140108-81232135	81140108	81232135	92027	5096	996	1583	684	0.310636	6.06218
chr15	chr15_81232135-81293903	81232135	81293903	61768	5096	526	878	355	0.172292	5.36968
chr15	chr15_81293903-81319776	81293903	81319776	25873	5096	160	2568	86	0.503925	3.0917
chr15	chr15_81319776-81375821	81319776	81375821	56045	5096	10	2172	4	0.426217	2.03053
chr15	chr15_81375821-81472579	81375821	81472579	96758	5096	513	1622	335	0.318289	5.07612
chr15	chr15_81472579-81524165	81472579	81524165	51586	5096	397	1693	259	0.332221	4.25654
chr15	chr15_81524165-81547452	81524165	81547452	23287	5096	61	3056	38	0.599686	1.26082
chr15	chr15_81547452-81683702	81547452	81683702	136250	5096	1609	2347	1440	0.460557	5.79107
chr15	chr15_81683702-81812481	81683702	81812481	128779	5096	176	1719	123	0.337323	2.79298
chr15	chr15_81812481-81898072	81812481	81898072	85591	5096	290	1818	199	0.35675	3.34409
chr15	chr15_81898072-81929565	81898072	81929565	31493	5096	25	1550	11	0.30416	2.09725
chr15	chr15_81929565-81961454	81929565	81961454	31889	5096	244	1656	131	0.324961	4.10669
chr15	chr15_81961454-82068472	81961454	82068472	107018	5096	441	1885	311	0.369898	3.68602
chr15	chr15_82068472-82094158	82068472	82094158	25686	5096	25	2982	10	0.585165	1.73052
chr15	chr15_82094158-82110142	82094158	82110142	15984	5096	136	2263	89	0.444074	2.87988
chr15	chr15_82110142-82131966	82110142	82131966	21824	5096	26	2160	13	0.423862	2.17141
chr15	chr15_82131966-82530802	82131966	82530802	398836	5096	659	1434	616	0.281397	3.86142
chr15	chr15_82530802-82739981	82530802	82739981	209179	5096	327	2216	273	0.434851	2.58296
chr15	chr15_82739981-82912435	82739981	82912435	172454	5096	1456	2254	1197	0.442308	5.92058
chr15	chr15_82912435-83003074	82912435	83003074	90639	5096	288	1561	156	0.306319	3.97252
chr15	chr15_83003074-83307815	83003074	83307815	304741	5096	96	3266	69	0.640895	1.93584
chr15	chr15_83307815-83396629	83307815	83396629	88814	5096	391	2834	237	0.556122	3.41544
chr15	chr15_83396629-83536813	83396629	83536813	140184	5096	818	2971	635	0.583006	3.86927
chr15	chr15_83536813-83591951	83536813	83591951	55138	5096	198	2363	127	0.463697	2.94861
chr15	chr15_83591951-83818350	83591951	83818350	226399	5096	1012	2793	935	0.548077	3.87247
chr15	chr15_83818350-83922923	83818350	83922923	104573	5096	1333	1544	968	0.302983	6.67084
chr15	chr15_83922923-84033649	83922923	84033649	110726	5096	148	2451	105	0.480965	2.23914
chr15	chr15_84033649-84593453	84033649	84593453	559804	5096	188	2666	145	0.523155	2.19493
chr15	chr15_84593453-84840608	84593453	84840608	247155	5096	5	2761	0	0.541797	1.5851
chr15	chr15_84840608-84893385	84840608	84893385	52777	5096	364	2557	247	0.501766	3.34156
chr15	chr15_84893385-84911426	84893385	84911426	18041	5096	136	2424	79	0.475667	2.24719
chr15	chr15_84911426-84923649	84911426	84923649	12223	5096	41	3025	24	0.593603	1.64344
chr15	chr15_84923649-84950132	84923649	84950132	26483	5096	2	5085	0	0.997841	0.0222263
chr15	chr15_84950132-84972871	84950132	84972871	22739	5096	181	3626	105	0.711538	2.25119
chr15	chr15_84972871-85155378	84972871	85155378	182507	5096	319	2702	262	0.53022	2.39497
chr15	chr15_85155378-85367253	85155378	85367253	211875	5096	306	2120	284	0.416013	2.4719
chr15	chr15_85367253-85467114	85367253	85467114	99861	5096	541	1516	360	0.297488	4.36183
chr15	chr15_85467114-85542545	85467114	85542545	75431	5096	34	2031	19	0.398548	2.21764
chr15	chr15_85542545-85701922	85542545	85701922	159377	5096	6	2303	0	0.451923	1.46763
chr15	chr15_85701922-85798559	85701922	85798559	96637	5096	740	847	526	0.166209	5.43313
chr15	chr15_85798559-85816914	85798559	85816914	18355	5096	4	3228	0	0.633438	0.970693
chr15	chr15_85816914-85843056	85816914	85843056	26142	5096	7	3600	3	0.706436	1.08745
chr15	chr15_85843056-85871492	85843056	85871492	28436	5096	253	1560	159	0.306122	3.59546
chr15	chr15_85871492-85893412	85871492	85893412	21920	5096	4	4731	0	0.928375	0.42581
chr15	chr15_85893412-85940414	85893412	85940414	47002	5096	1467	594	1088	0.116562	7.59535
chr15	chr15_85940414-86012426	85940414	86012426	72012	5096	938	2561	666	0.502551	4.91101
chr15	chr15_86012426-86110470	86012426	86110470	98044	5096	175	2049	145	0.40208	2.11588
chr15	chr15_86110470-86176915	86110470	86176915	66445	5096	203	904	124	0.177394	3.77054
chr15	chr15_86176915-86235780	86176915	86235780	58865	5096	170	1817	102	0.356554	2.85844
chr15	chr15_86235780-86282024	86235780	86282024	46244	5096	565	1528	337	0.299843	5.10725
chr15	chr15_86282024-86342233	86282024	86342233	60209	5096	252	2513	167	0.493132	3.25001
chr15	chr15_86342233-86574024	86342233	86574024	231791	5096	725	1775	591	0.348312	3.84093
chr15	chr15_86574024-86619612	86574024	86619612	45588	5096	92	2663	63	0.522567	1.54843
chr15	chr15_86619612-86703068	86619612	86703068	83456	5096	260	3587	172	0.703885	2.25027
chr15	chr15_86703068-86754714	86703068	86754714	51646	5096	38	2822	17	0.553768	1.90568
chr15	chr15_86754714-86778481	86754714	86778481	23767	5096	151	1962	90	0.385008	3.346
chr15	chr15_86778481-86825058	86778481	86825058	46577	5096	98	1569	63	0.307889	2.6063
chr15	chr15_86825058-86857134	86825058	86857134	32076	5096	313	1842	184	0.36146	3.63881
chr15	chr15_86857134-86895367	86857134	86895367	38233	5096	67	3199	28	0.627747	2.1477
chr15	chr15_86895367-86917741	86895367	86917741	22374	5096	153	2661	83	0.522174	3.20238
chr15	chr15_86917741-87042243	86917741	87042243	124502	5096	558	2513	496	0.493132	3.3893
chr15	chr15_87042243-87125407	87042243	87125407	83164	5096	136	2310	79	0.453297	2.68301
chr15	chr15_87125407-87152315	87125407	87152315	26908	5096	208	1216	111	0.238619	4.37645
chr15	chr15_87152315-87162030	87152315	87162030	9715	5096	47	2902	29	0.569466	1.28727
chr15	chr15_87162030-87242912	87162030	87242912	80882	5096	36	4070	18	0.798666	1.08298
chr15	chr15_87242912-87320558	87242912	87320558	77646	5096	280	2564	166	0.50314	3.53591
chr15	chr15_87320558-87364481	87320558	87364481	43923	5096	25	2116	10	0.415228	2.25951
chr15	chr15_87364481-87490031	87364481	87490031	125550	5096	1162	2033	889	0.39894	5.61998
chr15	chr15_87490031-87571036	87490031	87571036	81005	5096	248	2563	171	0.502943	2.79993
chr15	chr15_87571036-87651858	87571036	87651858	80822	5096	449	1965	300	0.385597	4.26363
chr15	chr15_87651858-87754667	87651858	87754667	102809	5096	523	1642	337	0.322214	4.70314
chr15	chr15_87754667-87779489	87754667	87779489	24822	5096	82	2100	41	0.412088	2.4617
chr15	chr15_87779489-87826376	87779489	87826376	46887	5096	322	1024	193	0.200942	4.35173
chr15	chr15_87826376-87847583	87826376	87847583	21207	5096	42	2545	24	0.499411	1.77943
chr15	chr15_87847583-87910039	87847583	87910039	62456	5096	254	3014	165	0.591444	2.39628
chr15	chr15_87910039-87949777	87910039	87949777	39738	5096	184	2293	101	0.449961	3.01808
chr15	chr15_87949777-88056529	87949777	88056529	106752	5096	406	2640	282	0.518053	3.3106
chr15	chr15_88056529-88121562	88056529	88121562	65033	5096	605	1104	355	0.216641	5.66812
chr15	chr15_88121562-88207004	88121562	88207004	85442	5096	268	2371	167	0.465267	3.41872
chr15	chr15_88207004-88266496	88207004	88266496	59492	5096	2	4370	0	0.857535	0.590657
chr15	chr15_88266496-88283060	88266496	88283060	16564	5096	444	1043	239	0.20467	5.65447
chr15	chr15_88283060-88328502	88283060	88328502	45442	5096	1028	891	698	0.174843	6.82049
chr15	chr15_88328502-88370228	88328502	88370228	41726	5096	90	3427	58	0.672488	1.96704
chr15	chr15_88370228-88388868	88370228	88388868	18640	5096	548	1826	325	0.35832	5.10467
chr15	chr15_88388868-88492860	88388868	88492860	103992	5096	841	1578	577	0.309655	5.97828
chr15	chr15_88492860-88560085	88492860	88560085	67225	5096	115	2710	79	0.53179	2.16384
chr15	chr15_88560085-88614369	88560085	88614369	54284	5096	230	2345	139	0.460165	2.86168
chr15	chr15_88614369-88647131	88614369	88647131	32762	5096	188	3113	130	0.610871	2.21407
chr15	chr15_88647131-88731151	88647131	88731151	84020	5096	164	2219	119	0.43544	2.77954
chr15	chr15_88731151-88793624	88731151	88793624	62473	5096	1561	673	1127	0.132064	8.06676
chr15	chr15_88793624-88825490	88793624	88825490	31866	5096	265	1823	151	0.357732	4.03858
chr15	chr15_88825490-88840969	88825490	88840969	15479	5096	3	2780	0	0.545526	1.40936
chr15	chr15_88840969-88873619	88840969	88873619	32650	5096	839	567	484	0.111264	6.86144
chr15	chr15_88873619-88908973	88873619	88908973	35354	5096	928	1848	650	0.362637	5.6515
chr15	chr15_88908973-88983717	88908973	88983717	74744	5096	345	1746	256	0.342622	3.34092
chr15	chr15_88983717-89038521	88983717	89038521	54804	5096	229	949	155	0.186224	3.92109
chr15	chr15_89038521-89075328	89038521	89075328	36807	5096	62	2851	40	0.559458	1.73551
chr15	chr15_89075328-89142337	89075328	89142337	67009	5096	1379	1506	945	0.295526	7.27766
chr15	chr15_89142337-89178833	89142337	89178833	36496	5096	102	2313	49	0.453885	2.79837
chr15	chr15_89178833-89216546	89178833	89216546	37713	5096	139	2060	93	0.404239	2.33565
chr15	chr15_89216546-89363691	89216546	89363691	147145	5096	176	1513	143	0.2969	3.02393
chr15	chr15_89363691-89439305	89363691	89439305	75614	5096	749	1845	546	0.362049	4.87353
chr15	chr15_89439305-89526213	89439305	89526213	86908	5096	2448	1310	2025	0.257064	8.7098
chr15	chr15_89526213-89556869	89526213	89556869	30656	5096	658	1563	375	0.306711	5.62432
chr15	chr15_89556869-89667206	89556869	89667206	110337	5096	183	3039	139	0.59635	1.98937
chr15	chr15_89667206-89749703	89667206	89749703	82497	5096	329	2390	244	0.468995	2.8149
chr15	chr15_89749703-89801121	89749703	89801121	51418	5096	1625	455	1149	0.0892857	8.49769
chr15	chr15_89801121-89908566	89801121	89908566	107445	5096	6	2635	1	0.517072	1.48177
chr15	chr15_89908566-89931884	89908566	89931884	23318	5096	58	3093	28	0.606947	1.99305
chr15	chr15_89931884-89975987	89931884	89975987	44103	5096	391	3682	246	0.722527	2.73634
chr15	chr15_89975987-90012816	89975987	90012816	36829	5096	361	1244	212	0.244113	4.27121
chr15	chr15_90012816-90034482	90012816	90034482	21666	5096	117	1936	67	0.379906	2.73913
chr15	chr15_90034482-90087724	90034482	90087724	53242	5096	314	1931	229	0.378925	3.05007
chr15	chr15_90087724-90134815	90087724	90134815	47091	5096	165	2017	116	0.395801	2.31376
chr15	chr15_90134815-90163003	90134815	90163003	28188	5096	291	2923	168	0.573587	3.21486
chr15	chr15_90163003-90224628	90163003	90224628	61625	5096	291	2037	204	0.399725	3.02473
chr15	chr15_90224628-90294489	90224628	90294489	69861	5096	984	2024	685	0.397174	5.25468
chr15	chr15_90294489-90346540	90294489	90346540	52051	5096	216	2051	145	0.402473	2.97518
chr15	chr15_90346540-90545652	90346540	90545652	199112	5096	723	1713	697	0.336146	3.81963
chr15	chr15_90545652-90601355	90545652	90601355	55703	5096	588	2055	370	0.403257	4.82807
chr15	chr15_90601355-90678076	90601355	90678076	76721	5096	755	2400	559	0.470958	4.30625
chr15	chr15_90678076-90725532	90678076	90725532	47456	5096	83	2925	40	0.57398	2.01853
chr15	chr15_90725532-90786060	90725532	90786060	60528	5096	813	2865	534	0.562206	4.61135
chr15	chr15_90786060-90839685	90786060	90839685	53625	5096	491	1670	333	0.327708	4.55554
chr15	chr15_90839685-90901110	90839685	90901110	61425	5096	888	1430	704	0.280612	4.61057
chr15	chr15_90901110-90956583	90901110	90956583	55473	5096	222	1532	140	0.300628	3.28264
chr15	chr15_90956583-91037856	90956583	91037856	81273	5096	37	2534	18	0.497253	1.71412
chr15	chr15_91037856-91047621	91037856	91047621	9765	5096	283	2195	187	0.43073	3.28216
chr15	chr15_91047621-91069817	91047621	91069817	22196	5096	679	1702	479	0.333987	4.83244
chr15	chr15_91069817-91154481	91069817	91154481	84664	5096	507	2349	351	0.46095	4.01073
chr15	chr15_91154481-91174098	91154481	91174098	19617	5096	5	2080	0	0.408163	1.83483
chr15	chr15_91174098-91206396	91174098	91206396	32298	5096	109	1442	61	0.282967	3.01046
